13094,1
13077,2
9730,3
9137,4
8356,5
8292,6
7152,7
6969,8
6204,9
6138,10
5797,11
5128,12
5055,13
4410,14
4177,15
3290,16
3130,17
2950,18
2698,19
2658,20
2633,21
2445,22
2431,23
2362,24
2325,25
2133,26
1960,27
1616,28
1556,29
1535,30
1531,31
1525,32
1494,33
1299,34
1291,35
1273,36
1132,37
1132,38
1034,39
1001,40
980,41
954,42
915,43
865,44
848,45
848,46
831,47
791,48
744,49
692,50
687,51
652,52
635,53
591,54
581,55
581,56
576,57
558,58
513,59
511,60
509,61
472,62
459,63
434,64
434,65
430,66
425,67
418,68
404,69
387,70
375,71
360,72
340,73
326,74
313,75
298,76
296,77
295,78
290,79
288,80
288,81
279,82
278,83
271,84
259,85
259,86
256,87
256,88
255,89
247,90
239,91
236,92
230,93
229,94
225,95
224,96
223,97
221,98
220,99
220,100
205,101
205,102
205,103
201,104
187,105
182,106
181,107
177,108
175,109
165,110
163,111
157,112
154,113
139,114
138,115
134,116
133,117
130,118
126,119
125,120
116,121
116,122
115,123
106,124
100,125
100,126
97,127
97,128
95,129
93,130
89,131
89,132
89,133
88,134
88,135
87,136
85,137
83,138
79,139
77,140
73,141
72,142
66,143
65,144
65,145
64,146
60,147
59,148
59,149
58,150
55,151
54,152
52,153
51,154
49,155
48,156
47,157
45,158
45,159
45,160
44,161
43,162
42,163
41,164
41,165
41,166
40,167
40,168
38,169
38,170
38,171
38,172
36,173
36,174
35,175
35,176
34,177
33,178
32,179
31,180
31,181
30,182
30,183
30,184
29,185
29,186
27,187
27,188
26,189
26,190
26,191
25,192
25,193
24,194
24,195
24,196
23,197
23,198
23,199
22,200
22,201
22,202
22,203
22,204
21,205
21,206
20,207
20,208
19,209
18,210
18,211
18,212
18,213
17,214
17,215
17,216
17,217
16,218
16,219
16,220
16,221
15,222
15,223
14,224
14,225
13,226
13,227
13,228
13,229
13,230
13,231
12,232
12,233
12,234
11,235
11,236
11,237
11,238
11,239
11,240
11,241
10,242
10,243
10,244
9,245
9,246
9,247
9,248
8,249
8,250
8,251
8,252
8,253
8,254
8,255
8,256
8,257
8,258
8,259
8,260
7,261
7,262
7,263
7,264
7,265
7,266
7,267
7,268
7,269
7,270
6,271
6,272
6,273
6,274
6,275
6,276
6,277
5,278
5,279
5,280
5,281
5,282
5,283
5,284
4,285
4,286
4,287
4,288
4,289
4,290
4,291
4,292
4,293
4,294
4,295
4,296
4,297
4,298
4,299
3,300
3,301
3,302
3,303
3,304
3,305
3,306
3,307
3,308
3,309
3,310
3,311
3,312
3,313
3,314
3,315
3,316
3,317
3,318
3,319
3,320
3,321
3,322
3,323
3,324
3,325
3,326
3,327
3,328
3,329
2,330
2,331
2,332
2,333
2,334
2,335
2,336
2,337
2,338
2,339
2,340
2,341
2,342
2,343
2,344
2,345
2,346
2,347
2,348
2,349
2,350
2,351
2,352
2,353
2,354
2,355
1,356
1,357
1,358
1,359
1,360
1,361
1,362
1,363
1,364
1,365
1,366
1,367
1,368
1,369
1,370
1,371
1,372
1,373
1,374
1,375
1,376
1,377
1,378
1,379
1,380
1,381
1,382
1,383
1,384
1,385
1,386
1,387
1,388
1,389
1,390
1,391
1,392
1,393
1,394
1,395
1,396
1,397
1,398
1,399
1,400
1,401
1,402
1,403
1,404
1,405
1,406
1,407
1,408
1,409
1,410
1,411
1,412
1,413
1,414
1,415
